30075445, Morris Park Bake Shop, 1007, -73.856077, 40.848447, Morris Park Ave, 10462, Bronx, Bakery
41608413, Supreme Deli, 82-65, -73.807605, 40.716551, Parsons Boulevard, 11432, Queens, Delicatessen
41608422, Guzan Japanese Cuisine & Bar, 1534, -73.95410199999999, 40.779215, 3 Avenue, 10028, Manhattan, Japanese
41608599, Lunchbox Brooklyn, 120, -73.9498179, 40.725859, Norman Avenue, 11222, Brooklyn, American
41608656, Lost Weekend, 45, -73.9912551, 40.7163673, Orchard Street, 10002, Manhattan, Caf\u00e9/Coffee/Tea
41608718, Moo Burger, 240, -73.99448699999999, 40.68582869999999, Court Street, 11201, Brooklyn, American
41608730, Mi Casa Bakery, 58, -73.899801, 40.8678083, West Kingsbridge Road, 10468, Bronx, Bakery
41608757, Great Wall, 1476, -73.86320599999999, 40.837745, White Plains Road, 10462, Bronx, Chinese
41608779, Kung Fu Tea, 73, -73.9944533, 40.7170132, Chrystie Street, 10002, Manhattan, Caf\u00e9/Coffee/Tea
41608817, New No.1 Chinese Restaurant, 1839, -73.8648998, 40.83250049999999, Westchester Avenue, 10472, Bronx, Chinese
41608825, Starbucks, 345, -73.957714, 40.7661653, East   69 Street, 10021, Manhattan, Caf\u00e9/Coffee/Tea
41608836, Ponte Vecchio, 8810, -74.0292095, 40.6211676, 4 Avenue, 11209, Brooklyn, Italian
41608854, Gal Bi Ma Eul, 194-03, -73.7874367, 40.7581296, Northern Boulevard, 11358, Queens, Korean
41608858, City Snooker Pool House, 75-32, -73.889588, 40.745693, Broadway, 11373, Queens, Bottled
41608874, Dunkin Donuts, 764, -74.1218652, 40.6088283, Manor Road, 10314, Staten, Armenian
41608879, Lucky & Happy Restaurant, 5602, -74.00972399999999, 40.639125, 7 Avenue, 11220, Brooklyn, Chinese
41608933, Kan Wah Kitchen, 5914, -73.8258859, 40.7435129, Main Street, 11355, Queens, Chinese
41608985, Heartland Bagels 11, 1024, -74.2123306, 40.5517194, Rossville Avenue, 10309, Staten, Caf\u00e9/Coffee/Tea
41608998, Bar Mishima, 212, -73.969291, 40.756594, East   52 Street, 10022, Manhattan, Japanese
41609062, Paradise Cafe Ny Restaurant, 1021, -73.92926800000001, 40.8335814, Ogden Avenue, 10452, Bronx, Spanish
41609113, Noorman'S Kil, 609, -73.9478427, 40.71148340000001, Grand Street, 11211, Brooklyn, American
41609147, Mythai Cafe, 7803, -74.0284827, 40.6291068, 3 Avenue, 11209, Brooklyn, Thai
41609166, Flower Drum House, 2105, -73.9125455, 40.7745714, 31 Street, 11105, Queens, Chinese
41609186, Pier 53 Coffee & Sandwich Shop, 5313, -74.018804, 40.64698, 2 Avenue, 11220, Brooklyn, American
41609204, The Bowery Diner, 241, -73.9927901, 40.7224657, Bowery, 10002, Manhattan, American
41609223, Subway, 2383, -73.8466653, 40.8370761, Westchester Avenue, 10461, Bronx, Sandwiches
41609227, Annie Chan'S Restaurant, 190-11, -73.7789294, 40.7300568, Union Turnpike, 11366, Queens, Jewish/Kosher
41609236, Lung Fong  Restaurant, 870, -73.88319299999999, 40.84505000000001, East  180 Street, 10460, Bronx, Chinese
41609237, F.L.H. Seafood Restaurant, 1968, -73.9989949, 40.604695, 86 Street, 11214, Brooklyn, Asian
41609409, Blueberry, 1618, -73.9584635, 40.6179979, Avenue M, 11230, Brooklyn, Juice
41609414, Prime Sandwich, 377, -73.9422567, 40.6660797, Kingston Avenue, 11213, Brooklyn, Jewish/Kosher
41609423, Sri Thai Cafe, 795, -73.9414752, 40.7121339, Grand Street, 11211, Brooklyn, Thai
41609430, Max'S Es-Ca Restaurant And Bar, 1559, -74.101219, 40.5915214, Richmond Road, 10304, Staten, American
41609497, Shanghai Pavilion, 1378, -73.95787779999999, 40.7739274, 3 Avenue, 10075, Manhattan, Asian
41609500, J East, 175, -73.985756, 40.734793, 3 Avenue, 10003, Manhattan, Chinese
41609563, Taksim, 1030, -73.966261, 40.757508, 2 Avenue, 10022, Manhattan, Turkish
41609622, Dunkin Donuts, 356, -73.95215619999999, 40.7348366, Mcguinness Boulevard, 11222, Brooklyn, Caf\u00e9/Coffee/Tea
41609624, D.K. Kitchen, 84, -73.98183329999999, 40.6102242, Avenue O, 11204, Brooklyn, Asian
41609776, Kennedy Fried Chicken & Biscuit, 381, -73.883859, 40.868017, Bedford Park Boulevard, 10458, Bronx, Chicken
41609826, El Manantial, 90-18, -73.87469109999999, 40.7415676, Corona Avenue, 11373, Queens, Spanish
41609832, Island Burgers & Shakes, 422, -73.977963, 40.78410299999999, Amsterdam Avenue, 10024, Manhattan, Hamburgers
41610039, Delroy'S, 65A, -73.9600574, 40.6581279, Fenimore Street, 11225, Brooklyn, American
41610065, Delicias Calenas #2, 35-68, -73.8927511, 40.7491924, 73 Street, 11372, Queens, Spanish
41610134, Holiday Inn Express, 126, -74.0072857, 40.7056213, Water Street, 10005, Manhattan, American
41610164, Il Buco Vineria, 53, -73.9925122, 40.726512, Great Jones Street, 10012, Manhattan, Italian
41610168, Jimmy'S, 90, -73.9575419, 40.7269881, Calyer Street, 11222, Brooklyn, American
41610200, El Cid Tapas Bar & Restaurant, 174, -74.0001315, 40.742576, 8 Avenue, 10011, Manhattan, Tapas
41610229, Accra Restaurant, 270, -82.1365766, 29.3892033, East  165 Street, 10456, Bronx, African
41610260, First Stop Deli, 406, -73.97108999999999, 40.616583, Avenue M, 11230, Brooklyn, Delicatessen
41610408, Rolly Kimbab, 163-16, -73.80248399999999, 40.7608866, Northern Boulevard, 11358, Queens, Korean
41610419, Haagen Dazs, 136-20, -73.8290939, 40.759362, Roosevelt Avenue, 11354, Queens, Ice
41610426, Glow Thai Restaurant, 7107, -74.0265814, 40.6339292, 3 Avenue, 11209, Brooklyn, Thai
41610488, Sagdiana, 2612, -73.9554713, 40.5874887, East   14 Street, 11235, Brooklyn, Russian
41610620, Sweetie & Vip, 161-22, -73.804092, 40.7622047, Northern Boulevard, 11358, Queens, Korean
41610636, Resobox, 41-26, -73.9391936, 40.7512416, 27 Street, 11101, Queens, Japanese
41610646, Financier Patisserie, 90, -74.007679, 40.710078, Nassau Street, 10038, Manhattan, Caf\u00e9/Coffee/Tea
41610725, Coco Tea, 39-22, -73.8304685, 40.7596083, Main Street, 11354, Queens, Caf\u00e9/Coffee/Tea
41610749, Mudspot, 307, -73.98663359999999, 40.7291106, East 9 Street, 10003, Manhattan, American
41610752, Greene Grape Annex, 680, -73.9747651, 40.6861975, Fulton Street, 11217, Brooklyn, American
41610754, East Harbor Seafood Palace, 714726, -74.0183297, 40.6360244, 65 Street, 11220, Brooklyn, Chinese
41610768, Schnipper'S, 23, -73.98752739999999, 40.7408815, East 23 Street, 10010, Manhattan, American
41610778, Juquilita Bar, 4910, -74.014607, 40.648205, 3 Avenue, 11220, Brooklyn, Latin
41610835, Wang Garden, 1114, -73.89001929999999, 40.825342, Westchester Avenue, 10459, Bronx, Chinese
41610874, Dunkin Donuts, 3080, -73.8559753, 40.870764, Boston Road, 10469, Bronx, Caf\u00e9/Coffee/Tea
41610929, Dos Toros Taqueria, 1111, -73.9593799, 40.7738278, Lexington Avenue, 10075, Manhattan, Tex-Mex
41610955, Guadalajara De Dia, 134, -73.91767399999999, 40.703042, Wyckoff Avenue, 11237, Brooklyn, Mexican
41610988, Shawarma Grill, 368, -73.98179999999999, 40.741266, 3 Avenue, 10016, Manhattan, Egyptian
41611027, Silver Lounge, 11206, -73.8298944, 40.6849289, Liberty Avenue, 11419, Queens, American
41611050, Alhpa Restaurant, 1709, -73.9486019, 40.644228, Nostrand Avenue, 11226, Brooklyn, Creole
41611084, Mcdonald'S, 3809, -73.9445137, 40.83540319999999, Broadway, 10032, Manhattan, American
41611125, Mihoko'S 21 Grams, 1618, -73.984447, 40.7384909, West   22 Street, 10010, Manhattan, French
41611135, Dunkin Donuts/Baskin Robbins, 406, -73.9991359, 40.733692, Avenue Of The Americas, 10011, Manhattan, Donuts
41611175, Bronx Lala Pizza, 87, -73.9244313, 40.8276846, East  161 Street, 10451, Bronx, Pizza
41611185, Chote Nawab, 115, -73.9823066, 40.74244729999999, Lexington Avenue, 10016, Manhattan, Indian
41611217, Dunkin Donuts Baskin Robbins, 2702, -73.8459045, 40.8424888, East Tremont Avenue, 10461, Bronx, Caf\u00e9/Coffee/Tea
41611247, Dunkin Donuts Baskin Robbins, 1041, -73.9004692, 40.8251648, Prospect Avenue, 10459, Bronx, Donuts
41611253, Dunkin Donuts, 950, -73.8590224, 40.86513739999999, Allerton Avenue, 10469, Bronx, Donuts
41611274, Chick P, 490, -73.9742804, 40.680569, Bergen Street, 11217, Brooklyn, Mediterranean
41611288, Blue Planet Grill, 120, -74.01331669999999, 40.7090409, Greenwich Street, 10006, Manhattan, American
41611339, Primo Pizza 84, 57, -73.9728418, 40.78523149999999, West   84 Street, 10024, Manhattan, Pizza/Italian
41611347, Andy'S Teriyaki & Taco, 171, -73.8226712, 40.8653497, Einstein Loop, 10475, Bronx, Tex-Mex
41611381, Burger King, Popeye'S Chicken & Biscuits, 8516, -74.0262398, 40.6218772, 5 Avenue, 11209, Brooklyn, Hamburgers
41611450, Andaman Thai Bistro, 1843, -73.9452902, 40.7828775, 1 Avenue, 10128, Manhattan, Thai
41611472, Wish 37 Restaurant/Bar, 37, -73.927675, 40.80708509999999, Bruckner Boulevard, 10454, Bronx, American
41611521, Posh Tomato, 1701, -73.95794149999999, 40.6183865, Avenue M, 11230, Brooklyn, Pizza
41611549, Citi Bagel & Deli, 6372, -74.2164432, 40.5224946, Amboy Road, 10309, Staten, Delicatessen
41611572, Nasha Rasha, 4, -73.991759, 40.7391161, West   19 Street, 10011, Manhattan, Russian
41611596, Mamajuana Cafe, 570, -73.974547, 40.7888779, Amsterdam Avenue, 10024, Manhattan, Spanish
41611605, A+ Lollipop, 685, -73.95178659999999, 40.7250093, Manhattan Avenue, 11222, Brooklyn, Vietnamese/Cambodian/Malaysia
41611654, Rw Prime Service Bar, 110-00, -73.8328389, 40.6729864, Rockaway Boulevard, 11420, Queens, American
41611658, Colony Lounge Service Bar, 110-00, -73.8328389, 40.6729864, Rockaway Boulevard, 11420, Queens, Other
41611659, The Coffee Bean & Tea Leaf, 1412, -73.9866522, 40.7536411, Broadway, 10018, Manhattan, Caf\u00e9/Coffee/Tea
41611664, Uptown Express Service Bar, 110-00, -73.8328389, 40.6729864, Rockaway Boulevard, 11420, Queens, American
41611667, Liberty Bar Service Bar- Service Bar 7, 110-00, -73.8328389, 40.6729864, Rockaway Boulevard, 11420, Queens, American
41611674, Third Service Bar, 110-00, -73.8328389, 40.6729864, Rockaway Boulevard, 11420, Queens, American
41611678, First Service Bar, 110-00, -73.8328389, 40.6729864, Rockaway Boulevard, 11420, Queens, Bottled
41611680, Second Service Bar, 110-00, -73.8328389, 40.6729864, Rockaway Boulevard, 11420, Queens, Bottled
41611698, Winner'S Circle Coffee Shop, 110-00, -73.8328389, 40.6729864, Rockaway Boulevard, 11420, Queens, American
41611699, Long Shots, 110-00, -73.8328389, 40.6729864, Rockaway Boulevard, 11420, Queens, American
41611705, Triple Crown Cafe, 110-00, -73.8328389, 40.6729864, Rockaway Boulevard, 11420, Queens, American
41611708, Champs Bars, 110-00, -73.8328389, 40.6729864, Rockaway Boulevard, 11420, Queens, Bottled
41611709, Equestris, 110-00, -73.8328389, 40.6729864, Rockaway Boulevard, 11420, Queens, American
41611717, Kimchi Grill, 766, -73.9634926, 40.6750939, Washington Avenue, 11238, Brooklyn, Korean
41611718, Beacon Theatre, 2124, -73.9810431, 40.780456, Broadway, 10023, Manhattan, American
41611720, Beacon Theatre, 2124, -73.9810431, 40.780456, Broadway, 10023, Manhattan, American
41611725, Beacon Theatre, 2124, -73.9810431, 40.780456, Broadway, 10023, Manhattan, American
41611726, Beacon Theatre, 2124, -73.9810431, 40.780456, Broadway, 10023, Manhattan, American
41611745, Beacon Theatre, 2124, -73.9810431, 40.780456, Broadway, 10023, Manhattan, American
41611748, Beacon Theatre, 2124, -73.9810431, 40.780456, Broadway, 10023, Manhattan, American
41611854, St. John'S University-Dunkin Donuts, 8000, -73.7945861, 40.724247, Utopia Parkway, 11432, Queens, Donuts
41611858, Pizza King, 3916, -73.9728982, 40.6329754, 18 Avenue, 11218, Brooklyn, Jewish/Kosher
41611859, Il Tesoro Ristorante, 1578, -73.950903, 40.7742689, 1 Avenue, 10028, Manhattan, Italian
41611875, Valhalla, 815, -73.9874078, 40.7659887, 9 Avenue, 10019, Manhattan, American
41611929, Dotori (Roosevelt Ave), 15408, -73.8106511, 40.7643264, Northern Boulevard, 11354, Queens, Korean
41611968, Lexington Brass, 517, -73.97297900000001, 40.755247, Lexington Avenue, 10017, Manhattan, American
41611969, Catch, 2127, -74.00649949999999, 40.7398326, 9 Avenue, 10014, Manhattan, Seafood
41612015, Brooklyn Buschenschank, 320, -73.99566399999999, 40.683254, Court Street, 11231, Brooklyn, German
41612017, Kuku Canteen, 289, -73.9940235, 40.7302296, Mercer Street, 10003, Manhattan, Japanese
41612074, Magnolia Bakery, 1000, -73.966663, 40.7617968, 3 Avenue, 10022, Manhattan, Bakery
41612080, The Grey Dog Mulberry, 244, -73.9956765, 40.7229659, Mulberry Street, 10012, Manhattan, American
41612180, Woodland, 242, -73.9749779, 40.680155, Flatbush Avenue, 11217, Brooklyn, American
41612195, Subway, 572, -73.97891419999999, 40.6843706, Atlantic Avenue, 11217, Brooklyn, American
41612212, Neptune Diner Ii, 699, -73.9594836, 40.6764444, Classon Avenue, 11238, Brooklyn, American
41612260, Tropical Restaurant, 88-18, -73.85564699999999, 40.6925192, Jamaica Avenue, 11421, Queens, Latin
41612269, Green Tomato, 295, -73.993647, 40.74627, 7 Avenue, 10001, Manhattan, American
41612393, The Irish American, 17, -74.008657, 40.710034, John Street, 10038, Manhattan, Irish
41612461, Dominique Ansel Bakery, 189, -74.0028912, 40.7252362, Spring Street, 10012, Manhattan, French
41612487, Le Paddock, 1235, -73.975899, 40.65293399999999, Prospect Avenue, 11218, Brooklyn, French
41612489, Premier Cafe, 856, -73.9814512, 40.7642886, 7 Avenue, 10019, Manhattan, American
41612549, Dunkin Donuts, 1752, -73.83158159999999, 40.8464084, Crosby Avenue, 10461, Bronx, Donuts
41612554, Dunkin Donuts, 3732, -73.82218410000002, 40.8263536, East Tremont Avenue, 10465, Bronx, Caf\u00e9/Coffee/Tea
41612571, Subway, 117, -73.99478409999999, 40.6951241, Montague Street, 11201, Brooklyn, American
41612649, Mish Mash Gourmet, 1103, -73.961606, 40.607664, Kings Highway, 11229, Brooklyn, Sandwiches/Salads/Mixed
41612697, Yorkville Creperie/Saloon, 1584, -73.94802299999999, 40.774128, York Avenue, 10028, Manhattan, American
41612730, Papa Ye Restaurant, 196, -80.0548245, 41.8061806, Mcclellan Street, 10456, Bronx, African
41612972, Ihop, 785, -73.9414388, 40.7009835, Flushing Avenue, 11206, Brooklyn, Pancakes/Waffles
41613016, 19A Empire Restaurant, 19, -73.917481, 40.8785138, Knolls Crescent, 10463, Bronx, Chinese
41613057, Recovery Room, 13522, -73.8292993, 40.7472848, Booth Memorial Avenue, 11355, Queens, American
41613165, La Casita Verde, 281, -73.9119149, 40.7019209, St Nicholas Avenue, 11385, Queens, Other
41613181, The Juice Press, 1050, -73.96538, 40.763756, 3 Avenue, 10065, Manhattan, Juice
41613193, Alewife, 514, -73.9560601, 40.74225089999999, 51 Avenue, 11101, Queens, American
41613203, Golden Krust, 86, -73.9226707, 40.6644655, East   98 Street, 11212, Brooklyn, Caribbean
41613207, Sabor Y Rumba, 666, -73.9086307, 40.7033497, Seneca Avenue, 11385, Queens, Latin
41613239, Black Brick, 300, -73.9617639, 40.7142205, Bedford Avenue, 11249, Brooklyn, Caf\u00e9/Coffee/Tea
41613270, The Bean, 824, -73.9909326, 40.7330079, Broadway, 10003, Manhattan, Caf\u00e9/Coffee/Tea
41613314, Amsterdam Gourmet, 403, -73.9779202, 40.7832245, Amsterdam Avenue, 10024, Manhattan, Soups
41613375, Fountain Of Youth Juice Bar And Cafe Inc., 217-93, -73.73824479999999, 40.71431219999999, Hempstead Avenue, 11429, Queens, Juice
41613392, Harley'S Smoke Shack, 355, -73.935675, 40.796422, East  116 Street, 10029, Manhattan, American
41613409, Punjabi Virsa Restaurant, 118-05, -73.826697, 40.690025, 101 Avenue, 11419, Queens, Indian
41613424, Las Serranitas Restaurant, 100-11, -73.8667371, 40.752854, 37 Avenue, 11368, Queens, Spanish
41613428, Laduree, 864, -73.9663868, 40.7707621, Madison Avenue, 10021, Manhattan, Nuts/Confectionary
41613545, New Golden House, 793, -73.941029, 40.701186, Flushing Avenue, 11206, Brooklyn, Bottled
41613563, Culture Club, 20, -73.9835609, 40.7518817, West   39 Street, 10018, Manhattan, American
41613576, Ran Tea House, 269, -73.9663185, 40.7152561, Kent Avenue, 11249, Brooklyn, Caf\u00e9/Coffee/Tea
41613627, Korean Take Out Express, 807, -73.96643449999999, 40.7641697, Lexington Avenue, 10065, Manhattan, Korean
41613672, A La Saigon, 8, -74.00934699999999, 40.709193, Liberty Place, 10005, Manhattan, Vietnamese/Cambodian/Malaysia
41613769, New Sunny East 88 Restaurant, 1680, -73.94825, 40.77789900000001, 1 Avenue, 10128, Manhattan, Chinese
41613806, The Best $1.00 Pizza, 171, -73.99524860000001, 40.7441252, West 23 Street, 10011, Manhattan, Pizza
41613808, Isa, 348, -73.9653426, 40.7141271, Wythe Avenue, 11249, Brooklyn, American
41613938, Juice Generation Cafe Group, 69, -73.9970289, 40.7240841, Prince Street, 10012, Manhattan, American
41613939, Juice Generation Cafe Group, 817, -73.96620399999999, 40.76439999999999, Lexington Avenue, 10065, Manhattan, Juice
41613996, Fratelli'S Pizza & Cafe, 404, -73.880647, 40.80984, Hunts Point Avenue, 10474, Bronx, Pizza/Italian
41614029, Luke'S Lobster, 93, -73.98526389999999, 40.7269998, East    7 Street, 10009, Manhattan, Seafood
41614065, Terroir Wine Bar, 439, -73.9794704, 40.7433621, 3 Avenue, 10016, Manhattan, American
41614142, Salute Pizza & Restorante, 4417, -73.9334853, 40.8556939, Broadway, 10040, Manhattan, Pizza
41614152, Sotto Casa, 298, -73.9889985, 40.68828329999999, Atlantic Avenue, 11201, Brooklyn, Pizza
41614161, Amy Ruth'S Restaurant, 113, -73.9502679, 40.8025539, West  116 Street, 10026, Manhattan, Soul
41614202, Bevacco Restaurant, 60, -73.9923409, 40.6992833, Henry Street, 11201, Brooklyn, Italian
41614210, Petaluma, 1356, -73.9553474, 40.7682492, 1 Avenue, 10021, Manhattan, Italian
41614214, Our Village Roti Shop, 211-61, -73.7473724, 40.7158247, Jamaica Avenue, 11428, Queens, Caribbean
41614215, La  Baguette La Kay Shop, 229-24, -73.7317327, 40.6923736, Linden Boulevard, 11411, Queens, Bakery
41614253, Linda'S Pizza, 4336, -73.867619, 40.8999807, Katonah Avenue, 10470, Bronx, Italian
41614411, Asiam Thai Cuisine, 259, -73.98224820000002, 40.73221789999999, First Avenue, 10003, Manhattan, Thai
41614438, The West Shore Inn Restaurant, 3955, -74.1866798, 40.5941957, Victory Boulevard, 10314, Staten, American
41614445, Skinny'S Cantina, 47-05, -73.9576823, 40.74464469999999, Center Boulevard, 11109, Queens, Latin
41614516, Yola'S Cafe, 524, -73.9511899, 40.7138617, Metropolitan Avenue, 11211, Brooklyn, Mexican
41614531, Silhouette Restaurant Lounge, 5668, -73.9032884, 40.8808943, Broadway, 10463, Bronx, Latin
41614537, Flaming Saddles Saloon, 793, -73.987961, 40.765312, 9 Avenue, 10019, Manhattan, American
41614624, Island Coffee Shop, 407, -74.12346579999999, 40.6179007, Manor Road, 10314, Staten, American
41614641, Il Baretto, 750, -73.9931484, 40.7675385, 11 Avenue, 10019, Manhattan, Italian
41614664, Wonton Noodle Garden, 56, -73.99836309999999, 40.7158265, Mott Street, 10013, Manhattan, Chinese
41614704, Hunter College Food Court, 695, -73.9646646, 40.7687069, Park Avenue, 10065, Manhattan, American
41614707, Hunter College, 695, -73.9646646, 40.7687069, Park Avenue, 10065, Manhattan, American
41614709, The New Millenium, 1558, -73.938634, 40.679526, Fulton Street, 11216, Brooklyn, Spanish
41614718, Little Italy Pizza/Papaya Dog, 2, -73.9847695, 40.7475145, East   33 Street, 10016, Manhattan, Pizza/Italian
41614729, Hunter College Catering, 695, -73.9646646, 40.7687069, Park Avenue, 10065, Manhattan, American
41614732, Hunter College Proudly Brew Starbucks, 695, -73.9646646, 40.7687069, Park Avenue, 10065, Manhattan, Caf\u00e9/Coffee/Tea
41614771, Onegin, 391, -74.000134, 40.7333349, Avenue Of The Americas, 10014, Manhattan, Russian
41614800, Hana Cafe, 235, -73.9922928, 40.68371, Smith Street, 11231, Brooklyn, Japanese
41614856, Subway, 10-50, -73.9527841, 40.7422445, Jackson Avenue, 11101, Queens, Sandwiches/Salads/Mixed
